HP_name;PlotID_2;PAG;Precision;Center_x_coordinate;Center_y_coordinate;Date;Year;Canton;Municipality;Altitude_original;Species_richness;SqFt_ID;F;R;N;L;T;K;Nr_cuts;Nr_cuts_before_record;Soil;Content_of_Ca;Bedrock;Light_cond;Water_balance;Inclination;Exposition;Fertil_y_n;Fertil_frequ;Fertil_type;Fertil_treatment;Land_use;Land_use_2;Grazing_animal;EUNIS_class;EUNIS_habitat name;Type_of_classification;Total_biomass;vegetation type;Class (Mucina et al. 2016);Order (Mucina et al. 2016)
HP_404;404;404;518.777385;8.454969885;47.17297244;21.08.1895;1895;ZG;Cham;420;7;404;4;3.666666667;2.285714286;3.571428571;3.071428571;2.857142857;;;stony clay;3;;;;;;no;;;;litter meadow;meadow;;Q41; Alkaline, calcareous, carbonate-rich small-sedge spring fen;1;35.016;C.6 Mires and springs ;Scheuchzerio palustris-Caricetea fuscae;Caricetalia davallianae
HP_405;405;405;367.9100074;8.395813925;47.22720637;10.06.1894;1894;ZG;Hünenberg;392;8;405;4.0625;3.571428571;2.5;3.625;3.214285714;2.875;;;swamp loam on sand;;;;;;;no;;;;litter meadow;meadow;;;;;166.709;;;
HP_406;406;406;238.1584994;8.652836969;47.15503272;10.05.1886;1886;ZG;Menzingen;1140;18;406;2.833333333;2.9375;3.066666667;3.625;3.269230769;3.133333333;;;humus-rich, light sand;;;;;;;yes;;manure;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;25.543;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_407;407;406;238.1584994;8.652836969;47.15503272;10.05.1886;1886;ZG;Menzingen;1140;13;407;2.625;2.333333333;2;3.416666667;3;3.333333333;0.5;;humus-rich, light sand;;;;;;;no;;;;meadow;meadow;;R1M; Lowland to montane, dry to mesic grassland usually dominated by Nardus stricta;1;16.347;B.3 Mesic grasslands;Nardetea strictae;Nardetalia strictae
HP_408;408;406;238.1584994;8.652836969;47.15503272;15.07.1886;1886;ZG;Menzingen;1140;17;408;2.833333333;3;3.066666667;3.588235294;3.269230769;3.2;;;light sand, humus-rich through alteration;;;;;;;yes;;manure;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;60.582;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_409;409;406;238.1584994;8.652836969;47.15503272;15.07.1886;1886;ZG;Menzingen;1140;17;409;2.78125;2;2.0625;3.3125;2.892857143;3.0625;;;light sand, humus-rich through alteration;;;;;;;no;;;;meadow;meadow;;R1M; Lowland to montane, dry to mesic grassland usually dominated by Nardus stricta;1;38.5;B.3 Mesic grasslands;Nardetea strictae;Nardetalia strictae
HP_410;410;410;1088.680997;8.690975739;47.58165511;4302;1911;ZH;Adlikon;;30;410;3;3.2;3.107142857;3.6;3.288461538;3.107142857;;;;;;;;;;;;;;;;;R22; Low and medium altitude hay meadow;1;30.812;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_411;411;411;645.1425747;8.659422945;47.45865705;17.06.1887;1887;ZH;Bassersdorf;586;38;411;2.728571429;3.333333333;2.771428571;3.75;3.3125;3.176470588;;;loam;;molasse;;;;;no;;;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;33.355;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_412;412;411;645.1425747;8.659422945;47.45865705;17.06.1887;1887;ZH;Bassersdorf;586;36;412;2.870967742;3.235294118;2.90625;3.852941176;3.327586207;3.193548387;;;loam;;molasse;;;;;yes;;Nitrogen;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;30.11;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_413;413;413;850.6989365;8.46571026;47.32455375;16.10.1893;1893;ZH;Bonstetten;528;13;413;3.153846154;3.25;3.076923077;3.461538462;3.192307692;3.076923077;;;sand;3;;;humid;;;no;;;;litter meadow;meadow;;Qb;;1;65.585;;;
HP_414;414;414;838.7791442;8.464595074;47.33632692;16.10.1893;1893;ZH;Bonstetten;529;4;414;4;2.333333333;2;3.666666667;2.833333333;3;;;sandy bog;1;;;temporarily under water;;;no;;;;litter meadow;meadow;;;;;46.121;;;
HP_415;415;413;850.6989365;8.46571026;47.32455375;01.06.1894;1894;ZH;Bonstetten;529;14;415;3.653846154;3.461538462;2.461538462;3.571428571;3.153846154;3;;;peat, 60cm, then glacial soil;;;;;;;no;;;;litter meadow;meadow;;R37; Temperate and boreal moist or wet oligotrophic grassland;1;23.796;B.4 Wet grasslands;Molinio-Arrhenatheretea;Molinietalia caeruleae
HP_416;416;413;850.6989365;8.46571026;47.32455375;16.10.1893;1893;ZH;Bonstetten;529;14;416;3.153846154;3.307692308;2.615384615;3.428571429;3.208333333;3.166666667;;1. cut;bog soil, sandy, loose;2;;;;;;no;;;;litter meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;61.154;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_417;417;413;850.6989365;8.46571026;47.32455375;04.06.1894;1894;ZH;Bonstetten;529;25;417;3.152173913;3.208333333;2.826086957;3.52;3.35;3.090909091;;;60cm peat, then glacial soil;;;;;;;yes;;ground basic slag;;litter meadow;meadow;;R22; Low and medium altitude hay meadow;1;40.426;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_418;418;413;850.6989365;8.46571026;47.32455375;01.06.1894;1894;ZH;Bonstetten;530;11;418;3.772727273;3.555555556;3.090909091;3.636363636;3.181818182;3.090909091;;;glacial loam;2;;;gurgling with wetness;;;;;;;litter meadow;meadow;;R35; Moist or wet mesotrophic to eutrophic hay meadow;1;57.828;B.4 Wet grasslands;Molinio-Arrhenatheretea;Molinietalia caeruleae
HP_419;419;413;850.6989365;8.46571026;47.32455375;01.06.1894;1894;ZH;Bonstetten;530;10;419;4.055555556;3.142857143;3;3.777777778;3.166666667;3;;;sludge;;;;very wet;;;;;;;litter meadow;meadow;;Qb;;1;49.394;;;
HP_420;420;420;835.2381947;8.545113503;47.48988886;13.06.1887;1887;ZH;Bülach;529;33;420;2.666666667;3.344827586;2.7;3.71875;3.296296296;3.206896552;;;loam;;molasse;;;;;yes;;superphosphate (0.8 kg P2O5 per acre);;meadow;meadow;;R22; Low and medium altitude hay meadow;1;52.391;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_421;421;420;835.2381947;8.545113503;47.48988886;13.06.1887;1887;ZH;Bülach;529;38;421;2.625;3.305555556;2.666666667;3.657894737;3.265625;3.235294118;;;loam;;molasse;;;;;yes;;manure from cattle;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;47.131;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_422;422;420;835.2381947;8.545113503;47.48988886;13.06.1887;1887;ZH;Bülach;529;37;422;2.621212121;3.272727273;2.59375;3.694444444;3.306451613;3.1875;;;loam;;molasse;;;;;yes;;sulfuric Kali-Magnesia (0.7kg Kali per acre);;meadow;meadow;;R22; Low and medium altitude hay meadow;1;31.506;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_423;423;420;835.2381947;8.545113503;47.48988886;13.06.1887;1887;ZH;Bülach;529;44;423;2.65;3.380952381;2.463414634;3.704545455;3.319444444;3.263157895;;;loam;;molasse;;;;;no;;;;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;30.063;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_424;424;424;146.2319602;8.627177679;47.52967215;04.07.1884;1884;ZH;Dättlikon;510;25;424;2.391304348;3.583333333;2.47826087;3.84;3.5;3.363636364;1;;sandy loam;3;molasse;;dry;;;no;;;;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;38.345;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_425;425;424;146.2319602;8.627177679;47.52967215;29.05.1884;1884;ZH;Dättlikon;510;28;425;2.615384615;3.392857143;2.807692308;3.857142857;3.416666667;3.423076923;1;;sandy loam;3;molasse;;dry;;;no;;;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;31.895;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_426;426;424;146.2319602;8.627177679;47.52967215;04.07.1884;1884;ZH;Dättlikon;510;27;426;2.5;3.444444444;2.56;3.814814815;3.416666667;3.48;1;;sandy loam;3;molasse;;dry;;;no;;;;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;32.761;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_427;427;427;242.0676357;8.38139052;47.40555816;29.05.1886;1886;ZH;Dietikon;440;28;427;2.365384615;3.518518519;2.423076923;3.857142857;3.326086957;3.25;1;;shallow, mild loam;;molasse;;dry;;;no;;;;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;26.336;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_428;428;428;199.8056846;8.386468086;47.40475613;29.05.1886;1886;ZH;Dietikon;410;30;428;2.678571429;3.344827586;2.964285714;3.827586207;3.28;3.222222222;2;;sandy loam;;molasse;;;10;ENE;yes;;manure;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;36.19;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_429;429;429;148.584312;8.384986667;47.40401767;29.05.1886;1886;ZH;Dietikon;430;24;429;2.863636364;3.260869565;3.363636364;3.695652174;3.380952381;3.136363636;;;mild loam;3;alluvium;;;;;no;;;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;25.752;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_430;430;430;410.4310834;8.391998064;47.42466395;02.07.1889;1889;ZH;Dietikon;385;23;430;2.333333333;3.636363636;2.428571429;3.739130435;3.394736842;3.55;;;loamy sand;3;alluvium;;;0;;yes;;artificial fertiliser;1888 und  1889 gedüngt mit 0.6 kg Phosphorsäure pro Are (in Phosphorit-Superphosphat);meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;46.261;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_431;431;430;410.4310834;8.391998064;47.42466395;02.07.1889;1889;ZH;Dietikon;385;22;431;2.285714286;3.571428571;2.476190476;3.727272727;3.416666667;3.421052632;;;loamy sand;3;alluvium;;;0;;yes;;artificial fertiliser;1888 und 1889 mit 1.07 kg Kali pro Are gedüngt (in K.O.);meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;25.873;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_432;432;430;410.4310834;8.391998064;47.42466395;02.07.1889;1889;ZH;Dietikon;385;26;432;2.48;3.52;2.6;3.692307692;3.476190476;3.409090909;;;loamy sand;3;alluvium;;;0;;yes;;artificial fertiliser;1888 und 1889 gedüngt mit 0.31 kg Stickstoff pro Are (in Chilisalpeter);meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;37.898;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
