HP_name;PlotID_2;PAG;Precision;Center_x_coordinate;Center_y_coordinate;Date;Year;Canton;Municipality;Altitude_original;Species_richness;SqFt_ID;F;R;N;L;T;K;Nr_cuts;Nr_cuts_before_record;Soil;Content_of_Ca;Bedrock;Light_cond;Water_balance;Inclination;Exposition;Fertil_y_n;Fertil_frequ;Fertil_type;Fertil_treatment;Land_use;Land_use_2;Grazing_animal;EUNIS_class;EUNIS_habitat name;Type_of_classification;Total_biomass;vegetation type;Class (Mucina et al. 2016);Order (Mucina et al. 2016)
HP_155;155;155;241.2696536;9.590383547;46.89797071;1273;1903;GR;Says;1450;31;155;2.566666667;3.066666667;2.3;3.466666667;2.82;3.333333333;;;loam;;;;;;;;;;;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;NA;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_156;156;156;1260.553294;9.677830181;46.97195928;1225;1903;GR;Schiers;650;10;156;2.65;3.2;3.2;3.6;3.2;3.3;;;loamy marlstone;;;;;;;yes;;stable manure;;meadow;meadow;;V;;1;34.375;;;
HP_157;157;157;328.1605112;10.32439286;46.71767547;14.07.1894;1894;GR;Scuol;1800;25;157;2.727272727;3.458333333;2.681818182;3.791666667;2.857142857;3.333333333;;;;;;;;;;yes;not much;;;;;;R22; Low and medium altitude hay meadow;1;20.159;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_158;158;158;281.2886069;10.32975165;46.71643601;14.07.1895;1895;GR;Scuol;1810;17;158;2.714285714;3.4375;3;3.75;3.076923077;3.214285714;;;;;;;;;;yes;;manure;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;23.76;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_159;159;159;267.4571828;10.33680405;46.71787064;14.07.1894;1894;GR;Scuol;1810;16;159;3;3.133333333;3.538461538;3.8;3.038461538;3.076923077;;;;;;;;;;yes;;manure;;;;;R22; Low and medium altitude hay meadow;1;57.099;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_160;160;160;271.3407255;10.32008179;46.71905018;14.07.1894;1894;GR;Scuol;1800;26;160;2.928571429;3.363636364;3.095238095;3.772727273;2.825;3.05;;;;;;;;;;no;;;;;;;R22; Low and medium altitude hay meadow;1;27.091;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_161;161;161;184.7116505;10.33686404;46.71543056;16.07.1894;1894;GR;Scuol;1800;12;161;2.818181818;3.25;3.454545455;3.916666667;3.25;3.4;;;;1;;;dry;;;;;;;;;;R22; Low and medium altitude hay meadow;1;27.386;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_162;162;162;429.0947256;9.851892468;46.99467173;20.08.1892;1892;GR;St. Antönien;1670;29;162;2.8;3.166666667;2.458333333;3.807692308;2.363636364;3.125;;;;;;;;;;;;;;;;;R43; Temperate acidophilous alpine grassland;2;15.72;A.1 Alpine grasslands;Juncetea trifidi;
HP_163;163;163;537.3292812;9.845715477;47.00340649;12.09.1892;1892;GR;St. Antönien;2098;29;163;2.826923077;3.28;2.52;3.777777778;2.5;3.2;;;;;;;;;;;;;;meadow;meadow;;R44; Arctic-alpine calcareous grassland;3;NA;A.1 Alpine grasslands;Elyno-Seslerietea;Seslerietalia caeruleae
HP_164;164;163;537.3292812;9.845715477;47.00340649;12.09.1892;1892;GR;St. Antönien;2100;24;164;2.977272727;2.409090909;2.19047619;3.608695652;2.071428571;2.952380952;;;;;;;;;E;;;;;meadow;meadow;;R1M; Lowland to montane, dry to mesic grassland usually dominated by Nardus stricta;2;19.182;B.3 Mesic grasslands;Nardetea strictae;Nardetalia strictae
HP_165;165;165;774.8305652;9.851605075;47.0001942;12.09.1892;1892;GR;St. Antönien;1850;4;165;3;1.75;2;3.5;2.375;2.75;;;heath humus;;Bündner schist;;;23;SE;;;;;meadow;meadow;;R1M; Lowland to montane, dry to mesic grassland usually dominated by Nardus stricta;1;49.706;B.3 Mesic grasslands;Nardetea strictae;Nardetalia strictae
HP_166;166;166;322.2681803;9.850803275;46.99513817;12.09.1892;1892;GR;St. Antönien;1760;32;166;2.74137931;2.866666667;2.275862069;3.709677419;2.461538462;3.142857143;;;;;;;;25;E;;;;;meadow;meadow;;R43; Temperate acidophilous alpine grassland;3;15.768;A.1 Alpine grasslands;Juncetea trifidi;
HP_167;167;167;212.1513621;9.799242906;46.9441095;14.09.1892;1892;GR;St. Antönien;1200;30;167;2.461538462;3.222222222;2.321428571;3.827586207;3.12;3.259259259;;;;;;;;;E;no;;;;meadow;meadow;;R23; Mountain hay meadow;3;31.169;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_169;169;169;2535.06297;8.964693022;46.69122371;19.07.1899;1899;GR;Sumvitg;1260;12;169;3.15;3.1;3.3;2.909090909;3.15;3;;;;;;;;;;;;;;pasture;pasture;;R21; Mesic permanent pasture of lowlands and mountains;2;NA;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_170;170;170;2088.313055;8.965347351;46.68645364;19.07.1899;1899;GR;Sumvitg;1250;13;170;3;3.166666667;3.454545455;3.5;3.055555556;3;;;;;;;;;;;;;;meadow;meadow;;R21; Mesic permanent pasture of lowlands and mountains;2;NA;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_171;171;171;561.7518036;9.947130422;46.75033071;21.09.1892;1892;GR;Susch / Davos;2400;9;171;3.222222222;2;2.111111111;4.666666667;1.166666667;2.444444444;;;;;;;;;SW;;;;;pasture;pasture;;R43; Temperate acidophilous alpine grassland;1;5.892;A.1 Alpine grasslands;Juncetea trifidi;
HP_172;172;172;1039.843821;9.574445949;46.65892292;1281;1903;GR;Tiefencastel;975;39;172;2.291666667;3.621621622;2.25;3.815789474;3.21875;3.575757576;;;humic loam ;;;;subsoil little permeable;;;yes;probably only every 2nd year;cow manure;;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;32.88;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_173;173;173;1166.211475;9.617280449;46.58372289;2688;1907;GR;Tinizong-Rona;1240;11;173;2.9375;3.111111111;3.25;3.777777778;3.1875;3.25;;;sandy loam;;;;;;;yes;every year;cow manure;;pasture;pasture;sheep;R21; Mesic permanent pasture of lowlands and mountains;1;12.383;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_174;174;173;1166.211475;9.617280449;46.58372289;2688;1907;GR;Tinizong-Rona;1240;12;174;2.888888889;3;3.333333333;3.8;3.277777778;3.333333333;;;sandy loam;;;;;;;yes;every year;cow manure;;pasture;pasture;;R21; Mesic permanent pasture of lowlands and mountains;1;10.275;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_175;175;173;1166.211475;9.617280449;46.58372289;2688;1907;GR;Tinizong-Rona;1240;12;175;2.944444444;3.1;3.333333333;3.8;3.166666667;3.222222222;;;sandy loam;;;;;;;yes;every year;cow manure;;pasture;pasture;;R21; Mesic permanent pasture of lowlands and mountains;1;11.535;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_176;176;173;1166.211475;9.617280449;46.58372289;2688;1907;GR;Tinizong-Rona;1240;14;176;3.041666667;3.153846154;3.5;3.615384615;3.25;3.166666667;;;sandy loam;;;;;;;yes;every year;cow manure;;meadow;meadow;;R21; Mesic permanent pasture of lowlands and mountains;1;14.205;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_177;177;173;1166.211475;9.617280449;46.58372289;1604;1904;GR;Tinizong-Rona;1240;14;177;2.961538462;3.230769231;3.461538462;3.846153846;3.125;3.153846154;;;sandy loam;;;;;;;yes;;cow manure;;meadow;meadow;;R21; Mesic permanent pasture of lowlands and mountains;1;25.115;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_178;178;178;716.9423883;9.624294947;46.56941424;11553;1931;GR;Tinizong-Rona;1350;18;178;2.766666667;3;2.8;3.6875;2.821428571;3.071428571;;;;;;;;;;;;;;forest pasture;meadow;;R22; Low and medium altitude hay meadow;1;21.392;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_179;179;178;716.9423883;9.624294947;46.56941424;11553;1931;GR;Tinizong-Rona;1350;16;179;3.035714286;2.857142857;2.642857143;3.666666667;2.769230769;3.076923077;;;;;;;;;;;;;;forest pasture;meadow;;R21; Mesic permanent pasture of lowlands and mountains;1;15.667;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_180;180;180;283.1914206;9.636541612;46.59250553;11189;1930;GR;Tinizong-Rona;2000;44;180;2.726190476;2.840909091;2.119047619;3.659090909;2.275;3.170731707;;;;;;;;;;;;;;meadow;meadow;;R43; Temperate acidophilous alpine grassland;1;82.208;A.1 Alpine grasslands;Juncetea trifidi;
HP_181;181;181;292.4813056;9.655601458;46.56881724;7542;1920;GR;Tinizong-Rona;1150;31;181;2.916666667;2.678571429;2.275862069;3.8;2;3;;;;;;;;;;;;;;;;;R43; Temperate acidophilous alpine grassland;1;35.277;A.1 Alpine grasslands;Juncetea trifidi;
HP_182;182;182;789.6832209;9.637937697;46.58753985;9712;1926;GR;Tinizong-Rona;1850;43;182;2.7125;3.275;2.375;3.731707317;2.5;3.162162162;;;;;;;;;;;;;;meadow;meadow;;R44; Arctic-alpine calcareous grassland;2;55.989;A.1 Alpine grasslands;Elyno-Seslerietea;Seslerietalia caeruleae
HP_183;183;183;335.5429453;9.662401512;46.57558982;7539;1920;GR;Tinizong-Rona;2100;22;183;2.840909091;2.4;2.380952381;3.772727273;1.952380952;2.904761905;;;;;;;;;;;;;;;;;R43; Temperate acidophilous alpine grassland;1;23.936;A.1 Alpine grasslands;Juncetea trifidi;
HP_184;184;184;326.3079615;9.66040065;46.57543344;9712;1926;GR;Tinizong-Rona;2100;38;184;2.871428571;2.885714286;2.382352941;3.777777778;2.46875;3.088235294;;;;;;;;;;;;;;;;;R21; Mesic permanent pasture of lowlands and mountains;2;48.397;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_185;185;185;489.6947836;9.674761224;46.57383448;7901;1921;GR;Tinizong-Rona;2500;33;185;2.983333333;2.838709677;2.357142857;3.9375;1.844827586;2.827586207;;;;;;;;;;;;;;;;;R43; Temperate acidophilous alpine grassland;1;27.933;A.1 Alpine grasslands;Juncetea trifidi;
HP_186;186;186;662.9865019;9.675323263;46.57338711;7901;1921;GR;Tinizong-Rona;2400;19;186;2.842105263;2.421052632;2.277777778;4.052631579;1.75;2.894736842;;;;0;;;;;;;;;;;;;R43; Temperate acidophilous alpine grassland;1;33.543;A.1 Alpine grasslands;Juncetea trifidi;
HP_188;188;188;450.2374229;9.594404584;46.87144639;27.06.1885;1885;GR;Trimmis;2000;9;188;2.916666667;3.2;3;3.833333333;2.8;2.8;;;deep, strong loam;;Bündner schist;;wet;;;no;;;;pasture;pasture;cows;V37; Annual anthropogenic herbaceous vegetation;2;10.459;E.2 Ruderal communities;;
HP_189;189;189;381.2445386;9.59458141;46.87551622;630;1901;GR;Trimmis;1900;8;189;2.928571429;2.571428571;2.428571429;3.285714286;1.916666667;2.857142857;;;loam;;Bündner schist;;;;W;;;;;pasture;pasture;;R43; Temperate acidophilous alpine grassland;1;NA;A.1 Alpine grasslands;Juncetea trifidi;
HP_190;190;190;38.54107195;9.603034839;46.88066413;15.08.1885;1885;GR;Trimmis;1782;21;190;3.1;3.052631579;3.842105263;3.85;3.175;2.894736842;;;loam;;Bündner schist;;;;;yes;;;;meadow;meadow;;R21; Mesic permanent pasture of lowlands and mountains;1;58.399;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_191;191;191;137.1215915;9.603188774;46.88036937;9026;1924;GR;Trimmis;1780;5;191;3.4;3.2;4.4;3.2;2.7;2.4;;;;;;;;;;;;;;;;;R56; Montane to subalpine moist or wet tall-herb and fern fringe;1;186.766;E.1 Tall forb communities;Mulgedio-Aconitetea;
HP_192;192;192;480.6830209;9.608751763;46.88144773;18.07.1897;1897;GR;Trimmis;1750;11;192;2.875;3.111111111;2.714285714;3.333333333;2.25;3;;;humic loam, stony;3;;;;;NW;;;;;pasture;pasture;sheep;R22; Low and medium altitude hay meadow;2;NA;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_193;193;193;238.475646;9.607906102;46.87909447;993;1902;GR;Trimmis;1850;4;193;3.125;1.75;2.5;2.5;2.5;2.75;;;very humic, alteration of Bündner schist, sticky clay beneath, spruce needle detritus;0;;;;;NW;no;;;;pasture;pasture;;R43; Temperate acidophilous alpine grassland;3;13.651;A.1 Alpine grasslands;Juncetea trifidi;
HP_194;194;194;261.1631241;9.59189244;46.8715682;05.08.1884;1884;GR;Trimmis;2000;14;194;2.916666667;3.818181818;2.545454545;3.769230769;2.083333333;3.090909091;regulary;;;;;;humid;;steep, W;;;;;meadow;meadow;;R44; Arctic-alpine calcareous grassland;1;31.649;A.1 Alpine grasslands;Elyno-Seslerietea;Seslerietalia caeruleae
HP_195;195;195;144.0957265;9.598178133;46.87535367;06.08.1884;1884;GR;Trimmis;1970;2;195;3.5;3;3;4.5;2;2;;;Bündner schist, cohesive soil;3;;;;;S ;;;;;meadow;meadow;;;;1;21.256;;;
HP_196;196;196;142.2838956;9.598163931;46.87532968;06.08.1884;1884;GR;Trimmis;1970;30;196;3.053571429;2.888888889;2.444444444;3.896551724;1.980769231;2.846153846;;;poor clay, alteration from Bündner schist (marl schist);;;;dry;;;no;;;;pasture;pasture;cows;R43; Temperate acidophilous alpine grassland;1;17.94;A.1 Alpine grasslands;Juncetea trifidi;
HP_198;198;198;236.9201545;9.560331885;46.90047738;07.06.1886;1886;GR;Trimmis;600;29;198;2.576923077;3.428571429;3;3.75862069;3.47826087;3.346153846;2;;loamy sand on permeable pebble, hot and humus-rich;;;;dry;0;NW;yes;;cow manure;;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;31.611;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_199;199;199;248.040876;9.573748091;46.89475331;894;1902;GR;Trimmis;930;31;199;2.482142857;3.5;2.206896552;3.766666667;3.211538462;3.296296296;;;stony loam;0;Bündner schist;;;;;no;;;;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;43.095;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_200;200;200;278.1949108;9.579942862;46.89078436;926;1902;GR;Trimmis;1150;21;200;2.583333333;2.789473684;2.277777778;3.578947368;3.066666667;3.2;;;sandy loam;;;;;;;no;;;;forest pasture;meadow;;R1M; Lowland to montane, dry to mesic grassland usually dominated by Nardus stricta;1;34.143;B.3 Mesic grasslands;Nardetea strictae;Nardetalia strictae
HP_201;201;200;278.1949108;9.579942862;46.89078436;926;1902;GR;Trimmis;1150;24;201;2.684210526;2.954545455;2.631578947;3.681818182;3.166666667;3.111111111;;;sandy loam;;;;;;;no;;;;forest pasture;meadow;;R21; Mesic permanent pasture of lowlands and mountains;1;27.344;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_202;202;202;251.8703476;9.60536232;46.8848226;2781;1907;GR;Trimmis;1560;20;202;2.9375;3.142857143;2.8;3.705882353;2.466666667;3.071428571;;;loam;;Bündner schist;;;;;no;;;;meadow;meadow;;R21; Mesic permanent pasture of lowlands and mountains;1;29.154;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_203;203;203;298.9003984;9.59574875;46.86810278;9012;1924;GR;Trimmis;2100;31;203;3.193548387;3.25;2.333333333;3.870967742;1.75;2.75862069;;;;;;;;;;;;;;pasture;pasture;;R44; Arctic-alpine calcareous grassland;2;16.028;A.1 Alpine grasslands;Elyno-Seslerietea;Seslerietalia caeruleae
HP_204;204;204;241.871905;9.603021336;46.87487662;9010;1924;GR;Trimmis;2100;37;204;3.157142857;2.914285714;2.411764706;3.864864865;2;2.75;;;;;;;;;;;;;;pasture;pasture;;R21; Mesic permanent pasture of lowlands and mountains;1;7.349;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_205;205;205;69.64415189;9.592994601;46.87845703;05.08.1885;1885;GR;Trimmis;1894;33;205;2.879310345;3;2.571428571;3.838709677;2.388888889;3;;;loam;;Bündner schist;;;;N;no;;;;pasture;pasture;cows;R43; Temperate acidophilous alpine grassland;3;14.463;A.1 Alpine grasslands;Juncetea trifidi;
HP_206;206;204;241.871905;9.603021336;46.87487662;9010;1924;GR;Trimmis;2100;23;206;3.35;3.222222222;2.842105263;3.714285714;2.275;2.789473684;;;;;;;;;;;;;;pasture;pasture;;R21; Mesic permanent pasture of lowlands and mountains;2;15.699;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_207;207;207;491.8760672;9.606012846;46.87339924;9021;1924;GR;Trimmis;2100;15;207;3.266666667;4.076923077;2.285714286;3.8;2;3;;;;;;;;;;;;;;pasture;pasture;;R44; Arctic-alpine calcareous grassland;1;45.61;A.1 Alpine grasslands;Elyno-Seslerietea;Seslerietalia caeruleae
HP_208;208;207;491.8760672;9.606012846;46.87339924;9022;1924;GR;Trimmis;2100;28;208;3.230769231;3.25;2.6;3.740740741;2.096153846;2.916666667;;;;;;;;;;;;;;pasture;pasture;;R44; Arctic-alpine calcareous grassland;3;18.409;A.1 Alpine grasslands;Elyno-Seslerietea;Seslerietalia caeruleae
HP_209;209;207;491.8760672;9.606012846;46.87339924;9026;1924;GR;Trimmis;2100;20;209;2.583333333;3.411764706;2.352941176;3.789473684;2.375;3.375;;;;;;;;;;;;;;pasture;pasture;;R44; Arctic-alpine calcareous grassland;2;64.138;A.1 Alpine grasslands;Elyno-Seslerietea;Seslerietalia caeruleae
HP_210;210;207;491.8760672;9.606012846;46.87339924;9026;1924;GR;Trimmis;2100;27;210;2.958333333;3.47826087;2.391304348;3.8;2.25;3.217391304;;;;;;;;;;;;;;pasture;pasture;;R44; Arctic-alpine calcareous grassland;2;32.184;A.1 Alpine grasslands;Elyno-Seslerietea;Seslerietalia caeruleae
HP_211;211;211;181.9053649;9.597853335;46.87365983;8999;1924;GR;Trimmis;1850;23;211;3.119047619;2.8;2.6;3.909090909;2.071428571;2.75;;;;;;;;;;;;;;pasture;pasture;;R21; Mesic permanent pasture of lowlands and mountains;1;16.05;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_212;212;218;343.4429349;9.59536595;46.86877186;9011;1924;GR;Trimmis;1850;24;212;3.045454545;2.80952381;2.571428571;3.913043478;1.977272727;2.857142857;;;;;;;;;;;;;;pasture;pasture;;R43; Temperate acidophilous alpine grassland;1;16.12;A.1 Alpine grasslands;Juncetea trifidi;
HP_213;213;219;189.0474407;9.593739095;46.87863285;9012;1924;GR;Trimmis;2100;28;213;3.173076923;2.76;2.4;3.592592593;1.791666667;2.8;;;;;;;;;;;;;;pasture;pasture;;R43; Temperate acidophilous alpine grassland;1;19.138;A.1 Alpine grasslands;Juncetea trifidi;
HP_214;214;207;491.8760672;9.606012846;46.87339924;9027;1924;GR;Trimmis;2100;6;214;3.416666667;3.333333333;4.333333333;3.166666667;2.75;2.333333333;;;;;;;;;;;;;;pasture;pasture;;R56; Montane to subalpine moist or wet tall-herb and fern fringe;1;177.662;E.1 Tall forb communities;Mulgedio-Aconitetea;
HP_215;215;215;91.35052558;9.592991268;46.87814126;8999;1924;GR;Trimmis;1850;37;215;2.953125;2.818181818;2.375;3.882352941;2.275862069;3;;;;;;;;;;;;;;pasture;pasture;;R43; Temperate acidophilous alpine grassland;3;36.513;A.1 Alpine grasslands;Juncetea trifidi;
HP_216;216;215;91.35052558;9.592991268;46.87814126;8999;1924;GR;Trimmis;1850;20;216;2.833333333;2.95;2.555555556;3.85;2.166666667;3.111111111;;;;;;;;;;;;;;pasture;pasture;;R21; Mesic permanent pasture of lowlands and mountains;1;25.36;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_217;217;217;375.7059486;9.595510923;46.87005719;9012;1924;GR;Trimmis;2100;20;217;3.263157895;2.5;2.555555556;4.157894737;1.657894737;2.473684211;;;;;;;;;;;;;;pasture;pasture;;R41; Snow-bed vegetation;1;11.231;D.2 Arctic-alpine heathlands;Salicetea herbaceae;Salicetalia herbaceae
HP_218;218;218;343.4429349;9.59536595;46.86877186;9020;1924;GR;Trimmis;2100;29;218;3.089285714;2.916666667;2.185185185;3.857142857;1.826923077;2.961538462;;;;;;;;;;;;;;pasture;pasture;;R43; Temperate acidophilous alpine grassland;1;12.433;A.1 Alpine grasslands;Juncetea trifidi;
HP_219;219;219;189.0474407;9.593739095;46.87863285;9011;1924;GR;Trimmis;1850;17;219;2.8125;2.625;2.5;3.882352941;2;3;;;;;;;;;;;;;;pasture;pasture;;R21; Mesic permanent pasture of lowlands and mountains;1;13.874;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_220;220;220;314.613083;9.59864819;46.87149989;9040;1924;GR;Trimmis;1900;24;220;3.045454545;2.681818182;2.476190476;3.869565217;1.925;2.7;;;;;;;;;;;;;;pasture;pasture;;R21; Mesic permanent pasture of lowlands and mountains;1;7.472;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_221;221;207;491.8760672;9.606012846;46.87339924;1924 oder 1926;1924/1926;GR;Trimmis;1950;26;221;2.913043478;2.47826087;2.227272727;3.875;2.02173913;2.909090909;;;;;;;;;;;;;;pasture;pasture;;R43; Temperate acidophilous alpine grassland;3;21.458;A.1 Alpine grasslands;Juncetea trifidi;
HP_222;222;222;275.7235395;9.593538245;46.87574316;9028;1924;GR;Trimmis;1850;4;222;3.375;3;4;3.5;2.875;2.75;;;;;;;;;;;;;;;;;R56; Montane to subalpine moist or wet tall-herb and fern fringe;1;100.285;E.1 Tall forb communities;Mulgedio-Aconitetea;
HP_223;223;223;537.3156462;9.598686123;46.86863429;631;1901;GR;Trimmis;2200;26;223;3.28;2.76;2.416666667;3.846153846;1.847826087;2.695652174;0.5;;less humus than south exposition;;;;;;N;;;;;meadow;meadow;;R43; Temperate acidophilous alpine grassland;1;NA;A.1 Alpine grasslands;Juncetea trifidi;
HP_224;224;224;68.1003299;9.597466134;46.87626565;1924 oder 1926;1924/1926;GR;Trimmis;1980;25;224;2.958333333;2.625;2.47826087;3.92;2.090909091;2.826086957;;;;;;;;;;;;;;pasture;pasture;;R43; Temperate acidophilous alpine grassland;1;29.767;A.1 Alpine grasslands;Juncetea trifidi;
HP_225;225;225;146.2027406;9.5984252;46.87556312;1924 oder 1926;1924/1926;GR;Trimmis;1980;26;225;2.857142857;2.782608696;2.476190476;3.958333333;2.204545455;3;;;;;;;;;;;;;;pasture;pasture;;R43; Temperate acidophilous alpine grassland;1;29.176;A.1 Alpine grasslands;Juncetea trifidi;
HP_226;226;226;144.4908041;9.598366888;46.8756191;9028;1924;GR;Trimmis;1970;4;226;3.25;3;4.25;3.25;2.75;2.5;;;;;;;;;;;;;;;;;R56; Montane to subalpine moist or wet tall-herb and fern fringe;1;132.118;E.1 Tall forb communities;Mulgedio-Aconitetea;
HP_227;227;227;143.6757297;9.598197904;46.87534111;9020;1924;GR;Trimmis;1970;27;227;3;3.583333333;2.347826087;3.84;2.291666667;3.086956522;;;;;;;;;;;;;;pasture;pasture;;R44;Arctic-alpine-calcareous-grassland;2;25.25;A.1 Alpine grasslands;Elyno-Seslerietea;Seslerietalia caeruleae
HP_228;228;228;549.1961;9.596417503;46.87266971;26.09.1893;1893;GR;Trimmis;2050;8;228;3.857142857;2.714285714;1.857142857;3.857142857;2.5;3;;;loam;;;;wet;;;no;;;;;;;Q24; Intermediate fen and soft-water spring mire;1;22.031;C.6 Mires and springs ;Scheuchzerio palustris-Caricetea fuscae;Caricetalia fuscae
HP_229;229;229;421.8060821;9.61651222;46.87810298;2781;1907;GR;Trimmis;2050;3;229;4;2.333333333;2.666666667;4.333333333;2;2.333333333;;;sticky loam, sludge from Bündner schist;;;;humid;;;no;;;;pasture;pasture;cows and goats;V;;1;20.106;;;
HP_230;230;230;167.514988;9.601272598;46.88114047;8999;1924;GR;Trimmis;1780;21;230;3.25;2.368421053;2.421052632;3.857142857;2.315789474;2.789473684;;;;;;;;;;;;;;pasture;pasture;;R1M;Lowland-to-submontane-dry-to-mesic-grassland-usually-Nardus;2;21.342;B.3 Mesic grasslands;Nardetea strictae;Nardetalia strictae
HP_231;231;231;373.9491667;9.602020621;46.87899282;9027;1924;GR;Trimmis;1800;5;231;3.333333333;3.333333333;4.333333333;3.666666667;2.833333333;2.333333333;;;;;;;;;;;;;;;;;R56; Montane to subalpine moist or wet tall-herb and fern fringe;1;157.531;E.1 Tall forb communities;Mulgedio-Aconitetea;
HP_232;232;232;271.4110511;9.60741181;46.87965249;;1905;GR;Trimmis;1780;24;232;3.166666667;3.25;2.6;3.863636364;2.142857143;2.9;;;;;;;;;;;;;;pasture;pasture;;R21; Mesic permanent pasture of lowlands and mountains;1;7.794;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_233;233;233;336.885091;9.601166223;46.88034115;9751;1926;GR;Trimmis;1780;16;233;3.107142857;3.25;2.384615385;3.666666667;2.346153846;2.833333333;;;;;;;;;;;;;;;;;R44; Arctic-alpine calcareous grassland;3;25.451;A.1 Alpine grasslands;Elyno-Seslerietea;Seslerietalia caeruleae
HP_234;234;233;336.885091;9.601166223;46.88034115;9020;1924;GR;Trimmis;1780;9;234;3.5;3;2.857142857;3.25;2.357142857;2.714285714;;;;;;;;;;;;;;;;;R44; Arctic-alpine calcareous grassland;3;50.158;A.1 Alpine grasslands;Elyno-Seslerietea;Seslerietalia caeruleae
HP_235;235;231;373.9491667;9.602020621;46.87899282;8998;1924;GR;Trimmis;1800;20;235;3.305555556;2.611111111;2.444444444;3.736842105;2.323529412;2.888888889;;;;;;;;;;;;;;pasture;pasture;;R43; Temperate acidophilous alpine grassland;1;17.17;A.1 Alpine grasslands;Juncetea trifidi;
HP_236;236;231;373.9491667;9.602020621;46.87899282;8998;1924;GR;Trimmis;1800;22;236;3.225;2.526315789;2.210526316;3.80952381;2.210526316;2.736842105;;;;;;;;;;;;;;pasture;pasture;;R43; Temperate acidophilous alpine grassland;3;14.547;A.1 Alpine grasslands;Juncetea trifidi;
HP_237;237;237;323.307906;9.601271032;46.88053516;9028;1924;GR;Trimmis;1750;6;237;3.2;3.2;4.2;3.6;2.9;2.6;;;;;;;;;;;;;;;;;R56; Montane to subalpine moist or wet tall-herb and fern fringe;1;171.242;E.1 Tall forb communities;Mulgedio-Aconitetea;
HP_238;238;238;703.1258776;9.600780045;46.88009021;7163;1919;GR;Trimmis;1780;20;238;3.131578947;2.684210526;2.333333333;3.95;2.055555556;3;;;;0;;;;;;;;;;;;;R43; Temperate acidophilous alpine grassland;1;16.617;A.1 Alpine grasslands;Juncetea trifidi;
